"","State.Name","date","keyword","hits","ratio"
"416","Illinois","2018-11-01","Cyberbullying",39,1.30152675017661
"417","Illinois","2018-12-01","Cyberbullying",37,1.30152675017661
"418","Illinois","2019-01-01","Cyberbullying",33,1.30152675017661
"419","Illinois","2019-02-01","Cyberbullying",41,1.30152675017661
"420","Illinois","2019-03-01","Cyberbullying",43,1.30152675017661
"421","Illinois","2019-04-01","Cyberbullying",29,1.30152675017661
"422","Illinois","2019-05-01","Cyberbullying",38,1.30152675017661
"423","Illinois","2019-06-01","Cyberbullying",14,1.30152675017661
"424","Illinois","2019-07-01","Cyberbullying",14,1.30152675017661
"425","Illinois","2019-08-01","Cyberbullying",11,1.30152675017661
"426","Illinois","2019-09-01","Cyberbullying",36,1.30152675017661
"427","Illinois","2019-10-01","Cyberbullying",26,1.30152675017661
"428","Illinois","2019-11-01","Cyberbullying",28,1.30152675017661
"429","Illinois","2019-12-01","Cyberbullying",13,1.30152675017661
"430","Illinois","2020-01-01","Cyberbullying",39,1.30152675017661
"431","Illinois","2020-02-01","Cyberbullying",28,1.30152675017661
"432","Illinois","2020-03-01","Cyberbullying",21,1.30152675017661
"433","Illinois","2020-04-01","Cyberbullying",30,1.30152675017661
"434","Illinois","2020-05-01","Cyberbullying",27,1.30152675017661
"435","Illinois","2020-06-01","Cyberbullying",15,1.30152675017661
"436","Illinois","2020-07-01","Cyberbullying",16,1.30152675017661
"437","Illinois","2020-08-01","Cyberbullying",24,1.30152675017661
"438","Illinois","2020-09-01","Cyberbullying",25,1.30152675017661
"439","Illinois","2020-10-01","Cyberbullying",18,1.30152675017661
"440","Illinois","2020-11-01","Cyberbullying",11,1.30152675017661
"441","Illinois","2020-12-01","Cyberbullying",20,1.30152675017661
"442","Illinois","2021-01-01","Cyberbullying",8,1.30152675017661
"443","Illinois","2021-02-01","Cyberbullying",14,1.30152675017661
"444","Illinois","2021-03-01","Cyberbullying",12,1.30152675017661
"445","Massachusetts","2012-01-01","Cyberbullying",45,1.07152989648646
"446","Massachusetts","2012-02-01","Cyberbullying",36,1.07152989648646
"447","Massachusetts","2012-03-01","Cyberbullying",32,1.07152989648646
"448","Massachusetts","2012-04-01","Cyberbullying",61,1.07152989648646
"449","Massachusetts","2012-05-01","Cyberbullying",67,1.07152989648646
"450","Massachusetts","2012-06-01","Cyberbullying",18,1.07152989648646
"451","Massachusetts","2012-07-01","Cyberbullying",17,1.07152989648646
"452","Massachusetts","2012-08-01","Cyberbullying",8,1.07152989648646
"453","Massachusetts","2012-09-01","Cyberbullying",23,1.07152989648646
"454","Massachusetts","2012-10-01","Cyberbullying",61,1.07152989648646
"455","Massachusetts","2012-11-01","Cyberbullying",39,1.07152989648646
